0.1659,0.2637
0.0872,0.3148
0.0939,0.3114
0.1278,0.2877
0.1207,0.2942
0.1367,0.2843
0.1313,0.2882
0.1484,0.2681
0.0587,0.3328
0.1435,0.2778
0.1585,0.2616
0.1298,0.2892
0.1474,0.2752
0.1879,0.2509
0.0547,0.3368
0.1835,0.2509
0.1645,0.2673
0.2017,0.2406
0.1211,0.2950
0.2043,0.2447
0.1982,0.2355
0.2220,0.2330
0.1688,0.2632
0.1838,0.2571
0.1949,0.2369
0.0778,0.3256
0.0290,0.3545
0.1848,0.2623
0.2205,0.2358
0.2112,0.2294
0.2143,0.2385
0.1980,0.2500
0.2285,0.2358
0.2030,0.2403
0.2268,0.2399
0.2006,0.2451
0.2124,0.2384
0.0000,0.3693
0.2085,0.2310
0.2454,0.2369
0.2041,0.2374
0.2330,0.2353
0.1455,0.2355
0.2648,0.2282
0.1896,0.2473
0.0444,0.3436
0.2280,0.2375
0.2543,0.2090
0.2126,0.2340
0.2578,0.2102
0.2274,0.2280
0.2461,0.2221
0.2296,0.2296
0.2655,0.2035
0.2199,0.2245
0.2150,0.2345
0.2455,0.2167
0.2545,0.2124
0.2332,0.2265
0.2546,0.2177
0.2417,0.2214
0.2444,0.2189
0.2332,0.2256
0.2525,0.2187
0.2539,0.2185
0.2529,0.2211
0.2582,0.2089
0.2383,0.2183
0.2337,0.2427
0.2440,0.2219
0.2706,0.2361
0.2526,0.2150
0.2491,0.2125
0.2559,0.2175
0.2533,0.2216
0.2504,0.2214
0.2260,0.2193
0.2563,0.2116
0.2824,0.2538
0.2703,0.2345
0.2529,0.2191
0.2571,0.2133
0.2598,0.2266
0.2566,0.2102
0.2574,0.2213
0.2563,0.2202
0.2689,0.2195
0.2486,0.2100
0.2696,0.2297
0.2498,0.2192
0.2506,0.2174
0.2611,0.2221
0.2561,0.2151
0.2496,0.2143
0.2420,0.2147
0.2826,0.2486
0.2601,0.2115
0.2431,0.2225
0.2470,0.2227
0.2588,0.2188
0.2544,0.2280
0.2504,0.2140
0.2573,0.2201
0.2639,0.2087
0.2503,0.2209
0.2612,0.2037
0.2354,0.2201
0.2367,0.2191
0.2579,0.2188
0.2649,0.2124
0.2522,0.2194
0.2992,0.2948
0.2580,0.2144
0.2502,0.2188
0.2607,0.2100
0.2287,0.2117
0.2834,0.2761
0.2533,0.2163
0.2422,0.2237
0.2658,0.2321
0.2606,0.2240
0.2677,0.2122
0.2394,0.2171
0.2668,0.2128
0.2350,0.2171
0.2823,0.2612
0.2530,0.2197
0.2590,0.2108
0.2570,0.2170
0.2586,0.2216
0.2476,0.2235
0.2628,0.2078
0.2585,0.2153
0.2804,0.1843
0.2578,0.2177
0.2470,0.2202
0.2658,0.2301
0.2614,0.2236
0.3504,0.0742
0.2561,0.2209
0.2675,0.2272
0.2551,0.2160
0.2457,0.2142
0.2529,0.2154
0.2569,0.2184
0.2708,0.2395
0.2669,0.2064
0.2735,0.1964
0.2600,0.2165
0.2635,0.2229
0.2460,0.2267
0.3062,0.1451
0.2617,0.2141
0.2634,0.2153
0.2453,0.2179
0.2605,0.2187
0.2578,0.2187
0.2542,0.2184
0.2600,0.2219
0.3218,0.3307
0.2762,0.2415
0.2776,0.1910
0.2647,0.2130
0.2581,0.2219
0.2580,0.2171
0.2605,0.2223
0.2641,0.2130
0.3925,0.4694
0.3227,0.3358
0.4573,0.5860
0.2417,0.2155
0.2778,0.2464
0.2687,0.2146
0.2589,0.2173
0.2508,0.2167
0.4369,0.5541
0.2740,0.2336
0.2531,0.2180
0.3313,0.3490
0.2633,0.2144
0.2674,0.2084
0.2590,0.2159
0.2561,0.2187
0.2424,0.2111
0.2667,0.2270
0.2736,0.2021
0.2517,0.2195
0.2674,0.2103
0.2855,0.2575
