0.5337,-0.1549,0.1963,0.3474
0.1070,0.6305,0.2655,0.4795
0.5231,-0.1308,0.3007,0.3812
0.2987,0.1252,-0.2510,0.1679
0.3381,-0.2854,0.2544,0.2605
-0.1942,-0.2299,0.5697,0.4151
-0.3197,0.1264,0.5131,0.3814
0.1869,0.6210,0.1559,0.4449
-0.2273,-0.0987,0.2465,0.1221
