-1.4458,0.5512,-1.0303
-0.2416,0.5821,-0.8570
-0.2572,1.7733,-0.6231
-0.5479,0.6543,-0.9523
-0.3317,1.6238,-0.6058
-0.8520,1.4433,-0.8484
-1.0634,0.2521,-0.9004
0.8366,0.1129,-0.2072
-0.5840,1.8765,-0.6144
-0.8065,0.1799,-1.2469
-0.6404,0.4584,-1.0303
0.9724,-0.3667,-0.7357
-0.3743,2.0776,-0.3545
0.0881,0.6182,-1.1170
-0.5794,0.1748,-1.3162
-0.2265,-0.6452,-1.0650
1.2131,-0.3358,-0.8484
-0.5764,-0.2997,-1.2123
-0.1560,0.1387,-0.7444
2.8546,0.7678,0.0614
-0.3638,-1.0113,-0.4325
0.1925,1.7682,-0.7011
0.1650,-1.2330,-1.1343
-0.7974,0.1541,-0.4931
0.5277,1.9899,-0.2852
1.3633,-0.4337,-0.6058
-0.2540,0.6492,0.1134
1.7269,-1.1969,-0.1206
0.8033,0.0046,-0.2852
1.2764,-0.6400,-0.0079
1.0698,-1.1712,-0.6924
1.7757,1.4691,-0.1032
1.1016,1.2886,0.4253
-0.9467,2.1910,-0.7184
0.1365,1.4433,-0.4065
-0.1160,0.4120,0.7372
1.2313,-0.7792,-1.0390
0.5098,1.1700,-0.4411
-0.1581,1.5825,-0.6404
0.2346,-0.9958,-1.0650
-0.7542,-0.5059,-1.1343
-0.2629,1.3195,-0.1032
-1.0739,0.2212,-0.6318
-0.6146,1.8043,0.0354
1.5520,-1.1608,-0.0686
0.1865,-1.0835,-0.9957
1.1030,-0.1347,-0.9090
1.0771,-0.6039,-0.4411
0.1778,-1.3413,-0.4238
-0.8311,1.1081,0.4340
-0.9896,-1.1041,-0.7617
0.7527,1.3247,-0.3025
-1.0148,-0.9958,-0.7531
1.2613,0.3088,2.0022
0.7813,-0.1759,-0.4238
0.0702,-0.4389,-0.8830
1.3957,-0.9752,-0.5538
-0.0629,-1.4084,-1.1430
1.2186,1.4072,0.1220
0.0863,1.8662,-0.2245
-1.4333,1.9693,-1.2123
-1.5655,-0.3203,-0.1985
-0.1696,0.1644,-0.1466
0.7379,1.2422,1.2051
-1.3912,-1.0474,-0.7531
0.1235,-0.1243,0.5899
1.8637,-0.2481,-0.4671
-1.1708,0.7472,-0.8484
0.3454,0.3501,0.4946
-0.5261,1.1133,0.0527
-0.2128,0.5099,0.0094
-0.9748,1.1545,-0.1552
-0.3926,1.0462,-0.4151
-0.7527,1.7991,-0.1292
0.8600,-0.7019,-0.5105
0.0555,0.2160,-0.3805
-1.4352,1.3195,-0.9437
0.4730,-0.1759,-0.2938
0.4197,-0.0315,2.9206
0.6265,0.0149,1.7769
1.4124,-0.0676,-0.2679
-0.5551,1.2422,-0.2679
1.8247,1.2009,1.8809
0.1368,-0.9082,0.2953
0.8529,-0.9030,-0.5278
-0.8012,-0.2533,-0.4325
-0.8966,-0.2687,-0.7617
0.1929,-0.0109,-0.2332
0.5663,-0.3719,1.3264
2.2334,-0.8257,-0.5018
0.1843,-1.2433,-1.1256
-0.7670,-0.6916,-1.2383
0.0053,0.6750,0.0441
-0.0759,1.1597,-0.2419
-0.7789,-1.4445,-1.3162
0.3752,-0.8875,-0.2332
0.5359,-0.1604,0.4253
0.7948,0.3965,1.1011
0.1023,0.0613,-0.0512
-0.5459,1.7218,0.0094
1.0430,0.4120,-0.0599
0.2769,0.4326,-0.8744
-0.0161,-0.3409,-0.3198
-0.3507,1.5155,-0.1899
0.1909,1.5774,-1.0650
-0.6377,1.6650,-0.4151
-0.5431,2.0879,-0.3285
-0.4263,-0.0882,0.3387
0.9793,1.4021,0.6159
-1.0359,1.7630,-0.5278
-0.7896,1.4072,-0.1206
0.9763,1.0514,0.1307
0.3081,-0.1707,1.7423
-0.9740,-1.1299,-1.0736
0.0546,-0.0109,0.5899
-1.0084,1.9641,-0.2505
0.3030,0.7111,-0.6318
0.2594,0.3295,-0.3285
-0.9249,1.2061,-1.1949
-0.9652,-0.0418,-1.2383
-0.0292,0.9534,-0.2852
0.8442,0.8812,0.2433
-0.2491,1.0514,-0.5798
-0.7079,-0.0882,-0.1206
-0.7855,1.4278,-0.3632
1.7718,-1.2433,-0.0079
-0.3919,0.3965,-0.7444
0.0068,-1.2640,-0.7444
-0.8225,1.4639,-0.3372
-0.6076,1.2577,0.3213
0.5101,-0.5936,-0.9004
-0.1896,1.3453,-0.4585
0.7896,-0.5988,1.6123
-0.7921,1.4846,-0.4931
-0.0312,-0.2945,-0.2159
-0.5530,1.4227,-0.0686
-0.8229,-0.1140,0.5379
-0.4056,0.2727,-0.5018
-1.2411,-0.1914,-0.0512
1.8096,-0.3719,0.2260
-0.9520,-0.9958,-0.9957
-1.0468,0.6543,-0.2419
0.8935,-1.1351,-0.1292
0.2662,0.5821,-0.3545
-1.2271,-0.0831,-0.5365
0.0417,-1.0577,0.1307
0.1043,1.0050,-0.2072
2.6038,-0.9907,-0.4498
-0.2097,0.2727,0.2780
-1.1812,-1.1969,-1.0563
0.0101,0.5151,-0.4498
-0.4027,1.2113,0.0007
0.5478,-1.4857,-0.5971
0.9530,0.0252,0.7632
-0.0404,-1.4032,-0.9523
-0.3315,1.1958,-0.4498
-0.1946,1.5980,0.1654
0.2555,0.7987,-1.2729
-1.4475,0.4171,-0.9350
0.1297,-1.4857,-0.1639
0.1831,0.0201,1.0751
-0.1999,1.1855,0.9798
0.7266,-0.9804,-0.2419
0.1042,0.1954,0.5033
-0.8636,0.3552,-0.0426
-0.4401,-1.3723,-1.1949
-0.5688,0.0201,-1.1343
-0.7664,0.2418,0.9971
0.4303,0.7368,-0.3285
0.3437,0.1748,2.0109
-0.5606,-0.6710,-0.8917
-0.4144,0.7111,0.2347
0.4063,1.5980,0.0094
0.2543,-1.2691,-0.6231
-0.2746,-0.7792,-0.2505
-0.5120,0.0510,-0.5798
-0.7266,1.4330,-0.2592
0.2697,0.5718,-0.3458
-0.3014,-0.8102,-0.2505
4.0003,-1.3826,0.9625
-1.4124,-0.6039,-0.2505
0.7334,1.7888,0.1480
-0.3500,-0.0831,-0.3198
0.2282,0.2057,0.0007
-1.1425,-1.4806,-1.1516
-0.1235,0.2160,-0.6837
0.0156,-0.5266,0.4859
0.8734,0.3552,0.6506
0.1293,0.0355,0.0181
-0.9232,0.7729,-1.0130
0.5669,-0.9752,-0.5711
0.4200,-0.8102,-0.1206
0.5870,-0.0779,4.4716
0.4759,0.2109,-0.9610
