0.6240,-0.6422
0.6221,-0.5718
0.7127,-0.5303
0.6016,-0.6405
0.6973,-0.5568
0.6070,-0.6495
0.7526,-0.4278
0.3419,-0.7912
0.5620,-0.6929
0.8339,-0.2619
0.6124,-0.5802
0.3071,-0.7968
0.6315,-0.6078
0.7928,-0.3742
0.5373,-0.7060
0.5084,-0.6836
0.4380,-0.7707
0.3076,-0.7946
0.5742,-0.6069
0.0040,-0.7141
0.8323,0.0338
0.3681,-0.7937
0.2234,-0.8361
0.7568,-0.4345
0.2065,-0.7537
0.8049,-0.1886
-0.0420,-0.8255
0.6643,-0.5866
0.1843,-0.8018
0.1273,-0.8319
0.5095,-0.2226
0.0764,-0.7470
0.8086,0.0157
0.6960,-0.1981
0.3693,0.0749
0.8371,0.1378
0.7333,0.3011
0.7766,0.2222
0.3182,-0.6100
0.3384,-0.7554
0.5943,-0.5759
0.8241,0.0339
-0.0758,-0.8730
-0.0139,-0.8575
-0.0635,-0.7475
0.2391,-0.6481
0.7951,0.2638
-0.0226,-0.8616
0.4517,-0.3999
-0.1057,-0.8916
0.6193,-0.4989
0.0466,-0.8802
0.1842,-0.7632
0.0504,-0.3036
0.1866,-0.8917
0.8339,0.1271
0.7713,0.1972
-0.0692,-0.7544
0.2365,-0.8620
-0.6954,-0.5072
0.3122,-0.7300
0.0953,0.6424
0.1472,-0.5095
0.8166,-0.0081
0.8177,-0.1791
0.2031,-0.2777
0.1942,-0.3402
0.4879,-0.6574
0.2995,-0.5954
0.8402,-0.1393
0.3479,0.3967
0.7481,-0.3036
0.6683,0.1338
-0.3389,-0.5761
0.7306,0.0752
0.5859,-0.0654
0.2420,-0.7290
0.7315,0.3268
0.6801,0.3811
0.5925,-0.3335
0.5542,-0.3458
-0.0679,-0.5158
0.3098,-0.5668
-0.7032,-0.4468
-0.6036,0.3593
-0.0364,-0.4511
0.6338,-0.4470
0.3829,-0.6751
0.5736,-0.4148
-0.4598,0.6601
-0.0979,-0.3816
0.1949,-0.5442
-0.7403,0.1647
0.7973,-0.0781
0.6755,-0.0951
0.1245,-0.5091
0.6250,0.4503
-0.4787,-0.6387
-0.2311,0.2023
0.5759,0.5524
-0.3128,-0.6333
-0.4013,0.2588
-0.3570,-0.7552
0.4736,-0.6365
-0.2934,-0.1114
0.2275,-0.5680
0.7490,0.0174
-0.0799,0.5173
-0.1340,0.0347
0.7190,0.4116
0.1166,-0.7677
0.5145,0.1663
0.6373,0.5196
0.3826,0.5708
0.7200,-0.2335
0.7223,-0.2943
0.5385,0.5770
0.6378,0.5295
0.5982,0.5486
0.5170,0.4361
0.5367,0.1190
0.4933,0.6458
0.2963,-0.8640
0.6257,-0.4797
0.4618,0.1353
-0.5665,-0.4215
-0.3873,-0.6443
0.4741,0.6113
0.1558,0.1287
-0.5237,-0.3803
0.6788,0.4418
-0.4890,-0.5585
0.4689,0.2211
-0.0977,-0.0394
0.6350,0.5333
0.1719,-0.0204
0.5010,-0.4430
0.2975,0.5928
0.6573,0.5062
-0.1704,-0.8495
-0.2417,-0.8257
-0.0319,-0.9050
-0.4186,-0.3599
-0.7249,-0.2001
0.5875,0.5647
0.1232,0.3070
0.5117,0.6304
0.0004,-0.9017
0.1314,0.4671
-0.6805,-0.3080
0.4428,0.5738
-0.2165,-0.6923
0.6580,0.0043
0.7848,0.1499
0.1595,0.6960
0.4390,0.6117
-0.6429,-0.4773
0.1162,-0.6903
0.3324,0.7143
-0.0154,-0.5226
0.5737,0.5968
0.6038,0.3194
0.0734,0.3678
-0.3857,-0.0844
0.2615,0.7135
0.4211,0.6893
0.5821,0.5835
0.7840,-0.1248
-0.0679,0.7141
-0.6488,0.5060
0.3697,-0.4171
-0.4051,-0.5122
0.4595,0.6191
0.3210,0.0014
0.3019,0.7463
-0.0167,0.5594
0.6309,0.3632
0.3190,-0.5182
0.4621,-0.7062
-0.6629,0.4026
-0.1980,-0.4843
0.6062,0.3066
0.4903,-0.4160
0.2392,0.6810
-0.5502,0.4966
0.5265,0.6431
0.5264,0.2056
-0.2851,-0.7830
-0.0145,-0.1587
0.2959,-0.2352
0.7178,-0.3375
0.1355,-0.1390
0.5339,0.6145
0.3477,0.6011
0.6967,0.2435
0.5398,0.6253
-0.1735,0.1986
-0.6921,-0.4116
0.4902,0.6690
0.3054,0.7044
0.7307,0.3760
-0.5179,-0.5891
-0.0792,0.3677
-0.4090,-0.6205
-0.4183,-0.7167
-0.5440,-0.5244
-0.6068,-0.6374
-0.0756,-0.8830
0.2968,0.4919
-0.4529,-0.7274
-0.0496,-0.3684
0.3534,-0.3302
0.6425,-0.2235
0.0942,0.8138
0.1606,0.5108
-0.1710,0.7116
-0.5578,0.1512
0.4482,0.6940
-0.1876,-0.7701
-0.2141,0.5975
-0.6595,0.4159
-0.5933,0.4973
-0.1020,0.6670
0.0890,-0.2815
-0.4390,0.2374
-0.1657,-0.6313
-0.5141,-0.1108
-0.5484,0.3237
-0.4239,-0.0824
-0.3899,0.6989
-0.6539,-0.1435
-0.2017,0.0020
-0.4830,0.2098
-0.7010,-0.2056
-0.7833,0.2069
-0.7174,0.1896
-0.6583,0.4597
-0.7350,0.3082
-0.7772,0.2117
0.1277,0.7966
-0.6406,-0.4408
-0.4447,-0.0181
-0.3427,0.4715
-0.7867,0.1927
-0.5648,0.4852
-0.4655,0.5890
-0.6437,0.3918
-0.5820,0.5241
0.5077,0.6635
0.0142,0.4665
-0.0224,0.8070
0.6459,0.4975
-0.4860,0.4338
-0.5875,-0.4417
-0.3200,-0.7978
-0.1452,-0.8766
-0.2644,-0.1693
0.3175,0.7657
-0.3704,-0.7801
-0.2412,-0.0813
-0.7443,0.1908
0.4012,0.7222
-0.3963,0.4876
-0.7440,-0.2684
-0.2747,0.6909
-0.7987,0.1407
-0.7340,-0.1266
-0.0078,0.2244
0.0831,0.7138
0.5933,-0.1981
-0.7903,-0.1691
0.1210,0.5471
0.3131,0.7601
-0.4329,0.5773
-0.5708,-0.6079
-0.6486,0.5177
0.1509,-0.6761
-0.1667,0.7778
0.0567,-0.1577
0.4367,0.7113
-0.7394,-0.0426
-0.2229,0.7738
-0.7442,-0.0149
-0.7537,0.0477
-0.4468,-0.1687
-0.6903,-0.4361
-0.0244,0.5414
0.0839,0.8115
0.0894,0.8087
-0.6307,-0.5476
-0.7252,0.3394
0.0613,0.8006
0.2167,0.5919
0.2169,0.7997
-0.3787,0.5665
0.1486,0.8051
-0.6960,0.4094
-0.5524,0.4005
-0.3514,0.7151
0.1874,0.2192
0.4947,0.6687
-0.1933,-0.8308
0.2187,0.7049
-0.7511,0.0869
0.2468,0.7755
-0.6739,-0.2865
-0.2867,-0.8112
0.6309,0.0720
0.1039,0.8207
-0.4369,-0.7143
-0.5194,-0.6823
-0.2479,0.7646
-0.7198,0.0352
-0.7667,-0.0431
-0.5471,-0.6602
-0.6161,-0.5665
-0.6948,-0.3127
-0.2936,0.5290
0.2492,0.7691
-0.6442,-0.0373
-0.4718,0.5209
-0.3847,0.4625
0.1975,0.7876
-0.8296,0.0453
-0.2116,0.7842
-0.8252,0.0869
-0.7448,-0.2000
-0.7087,0.0287
-0.7671,-0.0591
-0.7472,0.2868
-0.0736,0.7792
-0.3465,0.2828
-0.1354,0.8149
0.0469,-0.6237
0.2270,0.7842
-0.4953,0.3179
-0.7940,-0.2833
-0.6091,-0.4439
-0.5946,-0.6126
-0.2511,0.6864
-0.4782,0.4016
-0.6131,-0.2892
-0.6848,0.2561
-0.1771,0.0994
-0.1892,-0.8684
-0.4165,-0.7401
-0.5498,0.6144
-0.0218,0.7097
-0.5933,-0.1236
-0.7572,0.3229
-0.2170,0.7651
0.2706,0.5710
-0.3282,-0.7319
-0.3592,-0.7091
-0.2444,0.7543
-0.6832,-0.3708
-0.7828,0.2878
-0.7533,0.1982
-0.7761,-0.1829
-0.0546,0.8158
-0.1359,0.6786
-0.7714,0.2523
-0.7480,0.3394
-0.6598,0.4127
-0.6915,0.1459
-0.3748,0.6485
-0.7211,0.3016
-0.6063,0.2569
-0.5478,0.5879
-0.3005,-0.1998
-0.6978,0.3408
0.1764,0.7983
-0.3146,0.4529
0.0639,0.7636
0.2968,0.7530
-0.3482,0.4867
-0.1100,0.8068
-0.6467,0.1871
-0.7739,0.0254
