94.4,65.8,98.2,99.8,91.2,2243,6.9,0.27,0.493
95.3,66.2,98.5,99.1,40.6,20152,8.9,0.25,1
89,90.2,98.5,95.4,90.3,19919,11.6,0.34,0.852
94.7,68,96.8,99.1,61.3,15596,7.8,0.22,0.724
92.9,82,89,100,94.3,11074,9,0.33,0.587
89.9,59.6,97.6,99.7,80.5,7929,8.4,0.27,0.818
90.6,86.7,95.3,95.7,52.8,18812,11.8,0.34,0.852
83.2,57.3,97.5,99.3,59.5,36186,16.4,0.15,1
85.6,58.6,88.2,98,74.6,14221,6.9,0.21,0.724
84.5,91.8,88.1,90,72.3,15060,11.7,0.51,0.587
89.5,57.6,90.5,93.5,38.7,11751,4.4,0.2,1
84.8,46.4,91,95.6,56,38206,10.3,0.15,1.083
86.6,68,79.1,95.6,68.4,25055,5.9,0.28,1
77.6,96.7,88.2,85,78.8,18178,14.7,0.37,0.449
75.7,59.3,85.1,95,100,15128,3.6,0.23,1
79.8,40.6,81.2,95,45.2,20376,6.5,0.2,1.041
73.9,50,73,96.7,100,15172,4.8,0.17,0.961
70,49.5,86.2,90.8,53.5,41786,9,0.16,0.923
72.1,55.6,83.8,90.8,35.8,21424,10.2,0.19,0.923
73.6,70,81.5,84.5,45.8,66198,19.5,0.15,1
70.5,90.2,77.5,84.1,46.8,26607,10.7,0.46,1.273
70.2,34.4,76,97.1,61.9,18334,13.8,0.15,0.923
84.7,29.6,88,69.8,56.7,26199,5.7,0.1,1
63.1,58.1,77.4,93.9,52.5,11885,13.1,0.35,0.639
65.6,43.2,69.2,95.6,43.1,44020,11.8,0.13,1.128
68,94.3,77.8,66.4,64.3,31592,15.5,0.34,0.961
64.7,42.4,69,91.3,59.6,49427,17.4,0.09,1.041
59.4,67.8,68.6,87.9,71.3,19967,20.1,0.26,0.449
66,41.1,78.9,79.4,41.1,42727,18.7,0.2,0.887
69.8,32.3,67.7,87.2,51.2,39655,10.8,0.11,1.041
59.9,84.2,67.9,83.7,43.1,50152,17.6,0.25,1.174
