0.5273,-0.2239,0.2040,0.0572,0.3731
0.2030,0.6295,-0.0579,0.2394,0.4982
0.5333,-0.1719,0.2070,0.1488,0.3789
0.3491,0.0938,0.2940,-0.4063,0.3822
0.2621,-0.2161,-0.4126,0.4221,0.4638
-0.0785,-0.2320,0.5946,0.4191,0.5892
-0.2632,0.1091,0.1363,0.6046,0.4652
0.3186,0.5416,-0.0913,0.1507,0.4259
-0.1700,0.3308,0.5244,-0.1007,0.4235
