0.5093,-0.2960,0.1758,-0.1349,0.3961
0.3350,0.4900,-0.0739,0.3761,0.4992
0.5253,-0.2813,0.1660,0.0343,0.3838
0.3048,0.1869,0.3784,-0.3274,0.3782
0.1940,-0.3797,-0.3699,0.2391,0.3759
-0.0453,-0.3338,0.5581,0.3304,0.5341
-0.1830,-0.1128,0.1632,0.6906,0.5498
0.4015,0.4202,-0.1331,0.2978,0.4443
-0.1587,0.3366,0.5479,0.0013,0.4386
