95.7,56,98.2,99.9,97,2243,6.9,0.27,0.493
95.8,67.5,97.4,99.8,35.9,20152,8.9,0.25,1
94.8,57.2,98.9,99.8,63.8,15596,7.8,0.22,0.724
89.5,91.9,96.6,97.9,62.1,19919,11.6,0.34,0.852
91.5,49.6,99.1,100,81,7929,8.4,0.27,0.818
90.5,85.3,94.2,97.3,55.5,18812,11.8,0.34,0.852
92.7,79.2,87.4,100,94.4,11074,9,0.33,0.587
88.8,92.2,88.7,93.9,93.1,15060,11.7,0.51,0.587
89.4,58.8,90.8,99.4,76.4,14221,6.9,0.21,0.724
82.8,50.4,99.4,99.4,62.5,36186,16.4,0.15,1
92.3,55.5,91.2,96.7,34.7,11751,4.4,0.2,1
89.1,67.6,81.8,97.8,72.8,25055,5.9,0.28,1
85.9,41,92.5,97.3,60.6,38206,10.3,0.15,1.083
78.9,59.9,86.5,97.3,100,15128,3.6,0.23,1
79.1,97.5,85.8,87.2,82.3,18178,14.7,0.37,0.449
87,34.3,86.1,97.9,41.9,20376,6.5,0.2,1.041
77.8,91.8,84.3,89,41.4,26607,10.7,0.46,1.273
75.4,47.2,90,94.3,53.3,41786,9,0.16,0.923
76.9,69,87.4,86.5,44.9,66198,19.5,0.15,1
70.4,53.4,87.2,93.5,46.6,21424,10.2,0.19,0.923
65.7,55,79.5,97.4,60.7,11885,13.1,0.35,0.639
62.6,46.9,77.9,97.4,100,15172,4.8,0.17,0.961
68.6,88.7,78.6,85.2,40.6,50152,17.6,0.25,1.174
66.6,65,73.8,91.9,99.2,19967,20.1,0.26,0.449
70.8,36.9,74,98.2,31.8,44020,11.8,0.13,1.128
66.3,35.3,75.5,98.6,56.6,18334,13.8,0.15,0.923
74.3,23.8,77.3,90.6,55.3,39655,10.8,0.11,1.041
72.8,81.4,78.4,77.1,35.1,31326,13.7,0.23,1.273
69.5,38.8,76.1,89.6,57.7,49427,17.4,0.09,1.041
86.1,23,80.3,69.1,76.6,26199,5.7,0.1,1
67.9,50.7,81.3,81.5,47.5,42727,18.7,0.2,0.887
69.9,82,73.8,73.1,78.5,7774,11.5,0.22,2.333
61.4,31.5,72,97.8,51.8,27233,6.5,0.11,0.923
74,83.7,80.1,60.5,64.1,19835,17.6,0.38,1.128
55,52.6,65.3,99.9,85,22020,27.3,0.11,1.083
63,79.8,61.4,92.3,41.3,25774,14.1,0.36,1.381
62.2,82.5,72.4,80.7,44.4,40128,23.7,0.35,1.222
62.8,93.8,75.1,72.6,41.7,14604,19.2,0.35,1.083
68,51.4,68.7,83.4,52.5,35364,13.9,0.13,1.174
65.7,93,79,63.4,60.7,31592,15.5,0.34,0.961
64,45.7,58.9,96.1,54.9,12528,5.7,0.17,1
66.1,25.6,72.5,85.4,35.2,46825,18,0.13,1.083
67.6,20.2,62.6,92.6,35.5,26518,7.3,0.08,1.381
60.2,38.1,65.4,92.3,30.9,42056,6.8,0.19,1.222
63.8,54.3,59.9,84.6,40.7,35691,15.5,0.13,1.632
53.1,98.9,43.9,95.3,46.7,9666,10.5,0.54,0.37
59,80.4,61.1,75.6,37.7,34938,15.3,0.34,1.083
59.8,33.4,53.6,93.9,34.9,8653,10.1,0.19,1
82.3,51.7,64.1,51,99.9,40148,8.3,0.14,1
53.5,29.5,66.7,83.4,61.6,44501,12.4,0.12,0.852
76.4,21.1,72,56.3,71.7,22809,5.6,0.07,1
56.4,25,51.9,92.3,100,3055,10.1,0.04,1
60.7,37.2,46.2,95.6,27.6,24789,8.6,0.17,1.381
65.8,41.1,48.7,80.2,99.3,36534,12.9,0.2,1.083
49.8,90,54.2,80.9,40.8,21394,11.4,0.37,1.564
61.8,42.2,56.2,77.5,49.9,51462,13.4,0.12,0.961
55.4,88.1,65.7,57.2,92.1,41868,20.2,0.28,1.326
54.3,26.5,53.9,88.7,37.5,26485,5.8,0.1,1.041
56.6,66.2,33.5,96.4,44.7,2400,7.9,0.2,0.852
56.7,87.4,45.9,78.4,43.5,26583,6.5,0.19,1.326
51,80.1,58.6,71,59,11385,23.8,0.36,1
50.4,86.1,38.8,89.1,63,2429,4.8,0.3,0.22
54,27.3,58.3,80.1,53.2,56959,13,0.11,0.961
41.9,72,49.9,85.5,97.5,23823,19.3,0.15,1.128
44.2,73.7,47.7,89.9,34.8,17906,14,0.25,1.128
52.5,56.7,64.7,63,99.9,42503,41.9,0.18,1.174
42.8,58.1,53.2,85.7,59.3,30779,15.4,0.07,1.439
51.4,48,50.9,84.1,32.7,25581,25.6,0.12,1.041
52.1,26.8,47.6,86.8,64.4,12161,3.6,0.1,1.083
74.1,33.4,70.1,37.4,99.8,39763,13.7,0.1,0.471
45.9,39.7,38,99.9,36.2,6333,9,0.26,0.786
57.1,62.3,41.5,78.5,37.6,28881,24.5,0.17,1.222
47.5,80.8,52.3,70.2,62.6,34718,32.7,0.27,1.128
48.4,37.3,39.8,90.9,34.4,12338,4.5,0.18,1.273
50.1,75.9,47.6,66.3,100,9248,17,0.21,1.273
45.8,41.3,37.4,94.5,35.4,10410,10,0.14,1.174
39.5,30.8,42.6,98.2,36,29325,16.1,0.08,0.818
45.4,54.4,55.3,71.7,48.6,21222,17.1,0.1,1.439
40.4,61.2,58.5,72.8,32.6,28251,11.5,0.15,1
51.6,25.3,60,69,28.9,37032,17.3,0.08,1.041
47,45.7,33.5,94.5,36.4,9390,4.5,0.26,0.961
32.5,75.8,37.9,96.2,30.5,15489,15.7,0.24,1.174
56.3,66.7,30.5,81.1,26.2,27862,8.7,0.18,0.923
37.1,89.1,40.2,83,34.1,8338,12.7,0.47,1.273
36.2,36.3,42.3,93.5,45.6,26614,16.1,0.16,1.083
47.2,59.1,65.1,53.3,43.4,25266,18.2,0.12,1.326
50,65.2,37.1,76.3,47.2,35565,31.5,0.2,0.493
42.6,33.1,36.2,94.1,27.3,11829,13.8,0.1,0.786
44.8,30.6,38.7,89.9,23.4,6178,6.6,0.16,0.887
39.3,46.8,54.2,75.1,28.9,23505,15.1,0.06,1.941
41.7,56.4,54.7,68.3,42.5,24570,14.4,0.11,1.128
54.2,29.9,40.2,78.4,20.7,9259,6.4,0.17,0.923
64.2,29.3,54.6,47.1,100,9027,10,0.09,0.25
41.1,35.3,43.6,85.8,28.5,31331,8.4,0.09,0.923
47.4,34,49.6,73.6,28,44750,15.7,0.15,1.041
45.1,28.4,43,78.3,86,36429,12.7,0.08,1.083
56.6,52.6,49.4,57.8,36.6,39256,18.1,0.22,0.724
30.6,79.8,34.8,92,28.1,12001,17.4,0.35,1.174
50.6,71.9,54.4,51.7,53.7,36299,21.6,0.23,1.222
44.6,68.2,46,67.5,40.2,23311,15.5,0.31,1
37.5,68.1,41,77.5,61.4,22616,16,0.29,1.326
34.3,73.9,41.1,75.3,97.5,20040,12.1,0.18,1.128
53.5,71.3,66.1,31.2,100,15920,19.4,0.25,0.351
54.5,79.5,47,48.7,81.3,38264,20.3,0.25,1.326
41.1,47.3,52.2,63.4,97.8,32166,34.1,0.09,1.326
28.6,93.3,24.1,98.2,25.9,8747,15.9,0.37,1.326
56,24.9,58.9,49.5,66.3,9586,7.3,0.13,0.149
51.3,64.5,54.5,50.1,39.7,29987,52.5,0.16,1
28.5,29.8,36.6,99.9,29.5,17404,22.7,0.01,1.128
